Time,PTSI,VSI,VCPI,Frequency,df/dt,Voltage
23.691666,0.9101053109,0.995163925,0.0628326583,49.654958,-0.0066,0.955936
23.701666,0.9101053109,0.9951639152,0.0628337701,49.654892,-0.0066,0.955935
23.711666,0.9101053109,0.9951639165,0.0628337701,49.654826,-0.0067,0.955935
23.721666,0.9101053109,0.9951639169,0.0628337701,49.654759,-0.0066,0.955935
23.731666,0.9101053109,0.9951639195,0.0628337701,49.654693,-0.0066,0.955935
23.741666,0.9050474866,0.9951294511,0.0628337701,49.654627,-0.0066,0.955935
23.751666,0.9050474866,0.9951294422,0.0628348819,49.654561,-0.0066,0.955934
23.761666,0.9050474866,0.9951294425,0.0628348819,49.654495,-0.0066,0.955934
23.771666,0.9050474866,0.9951294451,0.0628348819,49.654429,-0.0066,0.955934
23.781666,0.9050474866,0.9951294464,0.0628348819,49.654363,-0.0066,0.955934
23.791666,0.8958286157,0.9950439805,0.0628348819,49.654297,-0.0066,0.955934
23.801666,0.8958286157,0.9950439692,0.0628359937,49.654231,-0.0066,0.955933
23.811666,0.8958286157,0.9950439732,0.0628359937,49.654165,-0.0066,0.955933
23.821666,0.8958286157,0.9950439722,0.0628359937,49.654099,-0.0066,0.955933
23.831666,0.8958286157,0.9950439762,0.0628359937,49.654033,-0.0066,0.955933
23.841666,0.8859288954,0.9949631666,0.0628359937,49.653967,-0.0066,0.955933
23.851666,0.8859288954,0.9949631602,0.0628371056,49.653901,-0.0066,0.955932
23.861666,0.8859288954,0.9949631592,0.0628371056,49.653835,-0.0065,0.955932
23.871666,0.8859288954,0.9949631632,0.0628371056,49.65377,-0.0066,0.955932
23.881666,0.8859288954,0.9949631636,0.0628371056,49.653704,-0.0066,0.955932
23.891666,0.8661996648,0.9947852399,0.0628371056,49.653638,-0.0065,0.955932
23.901666,0.8661996648,0.9947852308,0.0628382174,49.653573,-0.0066,0.955931
23.911666,0.8661996648,0.9947852336,0.0628382174,49.653507,-0.0066,0.955931
23.921666,0.8661996648,0.9947852353,0.0628382174,49.653441,-0.0065,0.955931
23.931666,0.8661996648,0.9947852381,0.0628382174,49.653376,-0.0066,0.955931
23.941666,0.8628999966,0.9948188857,0.0628382174,49.65331,-0.0066,0.955931
23.951666,0.8628999966,0.994818879,0.0628393292,49.653244,-0.0065,0.95593
23.961666,0.8628999966,0.9948188832,0.0628393292,49.653179,-0.0066,0.95593
23.971666,0.8628999966,0.9948188849,0.0628393292,49.653113,-0.0065,0.95593
23.981666,0.8628999966,0.9948188877,0.0628393292,49.653048,-0.0066,0.95593
23.991666,0.8563758506,0.994687145,0.0628393292,49.652982,-0.0065,0.95593
24.001666,0.8563758506,0.9946871367,0.0628404411,49.652917,-0.0065,0.955929
24.011666,0.8563758506,0.994687141,0.0628404411,49.652852,-0.0066,0.955929
24.021666,0.8563758506,0.9946871428,0.0628404411,49.652786,-0.0065,0.955929
24.031666,0.8563758506,0.9946871471,0.0628404411,49.652721,-0.0065,0.955929
24.041666,0.8563758506,0.9946871538,0.0628404411,49.652656,-0.0066,0.955929
24.051666,0.8423651044,0.9946273547,0.0628404411,49.65259,-0.0065,0.955929
24.061666,0.8423651044,0.9946273478,0.0628415529,49.652525,-0.0065,0.955928
24.071666,0.8423651044,0.9946273521,0.0628415529,49.65246,-0.0065,0.955928
24.081666,0.8423651044,0.9946273564,0.0628415529,49.652395,-0.0066,0.955928
24.091666,0.8423651044,0.9946273607,0.0628415529,49.652329,-0.0065,0.955928
24.101666,0.8356888146,0.9944887001,0.0628415529,49.652264,-0.0065,0.955928
24.111666,0.8356888146,0.994488693,0.0628426648,49.652199,-0.0065,0.955927
24.121666,0.8356888146,0.9944886974,0.0628426648,49.652134,-0.0065,0.955927
24.131666,0.8356888146,0.9944887019,0.0628426648,49.652069,-0.0065,0.955927
24.141666,0.8356888146,0.9944887048,0.0628426648,49.652004,-0.0065,0.955927
24.151666,0.8299838894,0.9944439621,0.0628426648,49.651939,-0.0065,0.955927
24.161666,0.8299838894,0.9944439524,0.0628437766,49.651874,-0.0065,0.955926
24.171666,0.8299838894,0.9944439594,0.0628437766,49.651809,-0.0065,0.955926
24.181666,0.8299838894,0.9944439639,0.0628437766,49.651744,-0.0065,0.955926
24.191666,0.8299838894,0.9944439643,0.0628437766,49.651679,-0.0065,0.955926
24.201666,0.8407768616,0.9945419773,0.0628437766,49.651614,-0.0065,0.955926
24.211666,0.8407768616,0.9945419702,0.0628448885,49.651549,-0.0065,0.955925
24.221666,0.8407768616,0.9945419746,0.0628448885,49.651484,-0.0065,0.955925
24.231666,0.8407768616,0.994541979,0.0628448885,49.651419,-0.0064,0.955925
24.241666,0.8407768616,0.9945419809,0.0628448885,49.651355,-0.0065,0.955925
24.251666,0.8458264882,0.9945942388,0.0628448885,49.65129,-0.0065,0.955925
24.261666,0.8458264882,0.9945942304,0.0628460003,49.651225,-0.0065,0.955924
24.271666,0.8458264882,0.9945942347,0.0628460003,49.65116,-0.0064,0.955924
24.281666,0.8458264882,0.9945942376,0.0628460003,49.651096,-0.0065,0.955924
24.291666,0.8458264882,0.9945942394,0.0628460003,49.651031,-0.0064,0.955924
24.301666,0.8563665673,0.994687102,0.0628460003,49.650967,-0.0065,0.955924
24.311666,0.8563665673,0.9946870937,0.0628471122,49.650902,-0.0065,0.955923
24.321666,0.8563665673,0.994687098,0.0628471122,49.650837,-0.0064,0.955923
24.331666,0.8563665673,0.9946871008,0.0628471122,49.650773,-0.0065,0.955923
24.341666,0.8563665673,0.9946871012,0.0628471122,49.650708,-0.0064,0.955923
24.351666,0.8545184673,0.9946023642,0.0628471122,49.650644,-0.0065,0.955923
24.361666,0.8545184673,0.9946023534,0.062848224,49.650579,-0.0064,0.955922
24.371666,0.8545184673,0.9946023577,0.062848224,49.650515,-0.0065,0.955922
24.381666,0.8545184673,0.9946023592,0.062848224,49.65045,-0.0064,0.955922
24.391666,0.8545184673,0.9946023635,0.062848224,49.650386,-0.0064,0.955922
24.401666,0.8545184673,0.9946023625,0.062848224,49.650322,-0.0065,0.955922
24.411666,0.8594403072,0.9946524727,0.062848224,49.650257,-0.0064,0.955922
24.421666,0.8594403072,0.994652463,0.0628493359,49.650193,-0.0064,0.955921
24.431666,0.8594403072,0.9946524634,0.0628493359,49.650129,-0.0064,0.955921
24.441666,0.8594403072,0.9946524663,0.0628493359,49.650065,-0.0065,0.955921
24.451666,0.8594403072,0.9946524653,0.0628493359,49.65,-0.0064,0.955921
24.461666,0.8697113983,0.9947421693,0.0628493359,49.649936,-0.0064,0.955921
24.471666,0.8697113983,0.9947421573,0.0628504477,49.649872,-0.0064,0.95592
24.481666,0.8697113983,0.9947421625,0.0628504477,49.649808,-0.0064,0.95592
24.491666,0.8697113983,0.9947421629,0.0628504477,49.649744,-0.0064,0.95592
24.501666,0.8697113983,0.9947421658,0.0628504477,49.64968,-0.0064,0.95592
24.511666,0.8622267324,0.9946165927,0.0628504477,49.649616,-0.0064,0.95592
24.521666,0.8622267324,0.9946165829,0.0628515596,49.649552,-0.0064,0.955919
24.531666,0.8622267324,0.9946165833,0.0628515596,49.649488,-0.0064,0.955919
24.541666,0.8622267324,0.9946165862,0.0628515596,49.649424,-0.0064,0.955919
24.551666,0.8622267324,0.9946165867,0.0628515596,49.64936,-0.0064,0.955919
24.561666,0.8745273548,0.9947898102,0.0628515596,49.649296,-0.0064,0.955919
24.571666,0.8745273548,0.9947898011,0.0628526715,49.649232,-0.0064,0.955918
24.581666,0.8745273548,0.9947898025,0.0628526715,49.649168,-0.0064,0.955918
24.591666,0.8745273548,0.9947898053,0.0628526715,49.649104,-0.0064,0.955918
24.601666,0.8745273548,0.9947898081,0.0628526715,49.64904,-0.0063,0.955918
24.611666,0.8594416978,0.994652485,0.0628526715,49.648977,-0.0064,0.955918
24.621666,0.8594416978,0.9946524781,0.0628537833,49.648913,-0.0064,0.955917
24.631666,0.8594416978,0.9946524795,0.0628537833,49.648849,-0.0064,0.955917
24.641666,0.8594416978,0.9946524814,0.0628537833,49.648785,-0.0063,0.955917
24.651666,0.8594416978,0.9946524828,0.0628537833,49.648722,-0.0064,0.955917
24.661666,0.8545099448,0.9946022836,0.0628537833,49.648658,-0.0064,0.955917
24.671666,0.8545099448,0.9946022738,0.0628548952,49.648594,-0.0063,0.955916
24.681666,0.8545099448,0.9946022781,0.0628548952,49.648531,-0.0064,0.955916
24.691666,0.8545099448,0.994602281,0.0628548952,49.648467,-0.0063,0.955916
24.701666,0.8545099448,0.9946022815,0.0628548952,49.648404,-0.0064,0.955916
24.711666,0.8545099448,0.9946022844,0.0628548952,49.64834,-0.0063,0.955916
24.721666,0.8389290964,0.994454652,0.0628548952,49.648277,-0.0064,0.955916
24.731666,0.8389290964,0.9944546424,0.0628560071,49.648213,-0.0063,0.955915
24.741666,0.8389290964,0.9944546453,0.0628560071,49.64815,-0.0064,0.955915
24.751666,0.8389290964,0.9944546483,0.0628560071,49.648086,-0.0063,0.955915
24.761666,0.8389290964,0.9944546528,0.0628560071,49.648023,-0.0063,0.955915
24.771666,0.8229854986,0.9942988564,0.0628560071,49.64796,-0.0064,0.955915
24.781666,0.8229854986,0.9942988464,0.0628571189,49.647896,-0.0063,0.955914
24.791666,0.8229854986,0.9942988495,0.0628571189,49.647833,-0.0063,0.955914
24.801666,0.8229854986,0.9942988525,0.0628571189,49.64777,-0.0063,0.955914
24.811666,0.8229854986,0.9942988571,0.0628571189,49.647707,-0.0064,0.955914
24.821666,0.8177754804,0.994241745,0.0628571189,49.647643,-0.0063,0.955914
24.831666,0.8177754804,0.9942417319,0.0628582308,49.64758,-0.0063,0.955913
24.841666,0.8177754804,0.9942417365,0.0628582308,49.647517,-0.0063,0.955913
24.851666,0.8177754804,0.9942417437,0.0628582308,49.647454,-0.0063,0.955913
24.861666,0.8177754804,0.9942417457,0.0628582308,49.647391,-0.0063,0.955913
24.871666,0.8177756871,0.9942417528,0.0628582308,49.647328,-0.0063,0.955913
24.881666,0.8177756871,0.9942417412,0.0628593427,49.647265,-0.0063,0.955912
24.891666,0.8177756871,0.9942417458,0.0628593427,49.647202,-0.0063,0.955912
24.901666,0.8177756871,0.9942417531,0.0628593427,49.647139,-0.0063,0.955912
24.911666,0.8177756871,0.9942417551,0.0628593427,49.647076,-0.0063,0.955912
24.921666,0.8177756871,0.9942417581,0.0628593427,49.647013,-0.0063,0.955912
24.931666,0.8084551613,0.9942265547,0.0628593427,49.64695,-0.0063,0.955912
24.941666,0.8084551613,0.9942265457,0.0628604546,49.646887,-0.0063,0.955911
24.951666,0.8084551613,0.9942265503,0.0628604546,49.646824,-0.0063,0.955911
24.961666,0.8084551613,0.994226555,0.0628604546,49.646761,-0.0063,0.955911
24.971666,0.8084551613,0.9942265554,0.0628604546,49.646698,-0.0063,0.955911
24.981666,0.7543901125,0.9999148568,0.0628604546,49.646635,-0.0062,0.955911
24.991666,0.7543901125,0.9999148567,0.0628615665,49.646573,-0.0063,0.95591
25.001666,0.7543901125,0.9999148567,0.0628615665,49.64651,-0.0063,0.95591
25.011666,0.7543901125,0.9999148568,0.0628615665,49.646447,-0.0063,0.95591
25.021666,0.7543901125,0.9999148569,0.0628615665,49.646384,-0.0062,0.95591
25.031666,0.8125163398,0.9941834095,0.0628615665,49.646322,-0.0063,0.95591
25.041666,0.8125163398,0.994183402,0.0628626784,49.646259,-0.0062,0.955909
25.051666,0.8125163398,0.994183404,0.0628626784,49.646197,-0.0063,0.955909
25.061666,0.8125163398,0.9941834056,0.0628626784,49.646134,-0.0063,0.955909
25.071666,0.8125163398,0.9941834129,0.0628626784,49.646071,-0.0062,0.955909
25.081666,0.8125165276,0.9941834185,0.0628626784,49.646009,-0.0063,0.955909
25.091666,0.8125165276,0.994183411,0.0628637902,49.645946,-0.0062,0.955908
25.101666,0.8125165276,0.9941834125,0.0628637902,49.645884,-0.0063,0.955908
25.111666,0.8125165276,0.9941834145,0.0628637902,49.645821,-0.0062,0.955908
25.121666,0.8125165276,0.9941834219,0.0628637902,49.645759,-0.0062,0.955908
25.131666,0.8125165276,0.9941834234,0.0628637902,49.645697,-0.0063,0.955908
25.141666,0.8156956958,0.9941491799,0.0628637902,49.645634,-0.0062,0.955908
25.151666,0.8156956958,0.9941491724,0.0628649021,49.645572,-0.0063,0.955907
25.161666,0.8156956958,0.9941491713,0.0628649021,49.645509,-0.0062,0.955907
25.171666,0.8156956958,0.9941491787,0.0628649021,49.645447,-0.0062,0.955907
25.181666,0.8156956958,0.9941491818,0.0628649021,49.645385,-0.0062,0.955907
25.191666,0.820907232,0.9942071237,0.0628649021,49.645323,-0.0063,0.955907
25.201666,0.820907232,0.9942071147,0.062866014,49.64526,-0.0062,0.955906
25.211666,0.820907232,0.9942071152,0.062866014,49.645198,-0.0062,0.955906
25.221666,0.820907232,0.9942071198,0.062866014,49.645136,-0.0062,0.955906
25.231666,0.820907232,0.994207124,0.062866014,49.645074,-0.0062,0.955906
25.241666,0.8317404122,0.9943107783,0.062866014,49.645012,-0.0062,0.955906
25.251666,0.8317404122,0.9943107694,0.0628671259,49.64495,-0.0062,0.955905
25.261666,0.8317404122,0.9943107699,0.0628671259,49.644888,-0.0062,0.955905
25.271666,0.8317404122,0.994310773,0.0628671259,49.644826,-0.0062,0.955905
25.281666,0.8317404122,0.9943107735,0.0628671259,49.644764,-0.0062,0.955905
25.291666,0.8317404122,0.9943107765,0.0628671259,49.644702,-0.0062,0.955905
25.301666,0.8317302018,0.9943106733,0.0628671259,49.64464,-0.0062,0.955905
25.311666,0.8317302018,0.9943106634,0.0628682378,49.644578,-0.0062,0.955904
25.321666,0.8317302018,0.9943106649,0.0628682378,49.644516,-0.0062,0.955904
25.331666,0.8317302018,0.9943106654,0.0628682378,49.644454,-0.0062,0.955904
25.341666,0.8317302018,0.9943106685,0.0628682378,49.644392,-0.0062,0.955904
25.351666,0.8208974182,0.9942070264,0.0628682378,49.64433,-0.0062,0.955904
25.361666,0.8208974182,0.9942070148,0.0628693497,49.644268,-0.0061,0.955903
25.371666,0.8208974182,0.9942070205,0.0628693497,49.644207,-0.0062,0.955903
25.381666,0.8208974182,0.994207021,0.0628693497,49.644145,-0.0062,0.955903
25.391666,0.8208974182,0.9942070226,0.0628693497,49.644083,-0.0062,0.955903
25.401666,0.8317307653,0.9943106806,0.0628693497,49.644021,-0.0061,0.955903
25.411666,0.8317307653,0.9943106703,0.0628704616,49.64396,-0.0062,0.955902
25.421666,0.8317307653,0.9943106748,0.0628704616,49.643898,-0.0062,0.955902
25.431666,0.8317307653,0.9943106738,0.0628704616,49.643836,-0.0061,0.955902
25.441666,0.8317307653,0.9943106784,0.0628704616,49.643775,-0.0062,0.955902
25.451666,0.8317307653,0.9943106799,0.0628704616,49.643713,-0.0061,0.955902
25.461666,0.8317311147,0.9943106915,0.0628704616,49.643652,-0.0062,0.955902
25.471666,0.8317311147,0.9943106786,0.0628715735,49.64359,-0.0061,0.955901
25.481666,0.8317311147,0.9943106832,0.0628715735,49.643529,-0.0062,0.955901
25.491666,0.8317311147,0.9943106847,0.0628715735,49.643467,-0.0061,0.955901
25.501666,0.8317311147,0.9943106867,0.0628715735,49.643406,-0.0062,0.955901
25.511666,0.8133495212,0.9940545746,0.0628715735,49.643344,-0.0061,0.955901
25.521666,0.8133495212,0.994054567,0.0628726854,49.643283,-0.0061,0.9559
25.531666,0.8133495212,0.9940545686,0.0628726854,49.643222,-0.0062,0.9559
25.541666,0.8133495212,0.9940545734,0.0628726854,49.64316,-0.0061,0.9559
25.551666,0.8133495212,0.9940545723,0.0628726854,49.643099,-0.0061,0.9559
25.561666,0.8104369129,0.9940900221,0.0628726854,49.643038,-0.0061,0.9559
25.571666,0.8104369129,0.9940900119,0.0628737973,49.642977,-0.0062,0.955899
25.581666,0.8104369129,0.9940900161,0.0628737973,49.642915,-0.0061,0.955899
25.591666,0.8104369129,0.9940900208,0.0628737973,49.642854,-0.0061,0.955899
25.601666,0.8104369129,0.9940900198,0.0628737973,49.642793,-0.0061,0.955899
25.611666,0.8104369129,0.9940900245,0.0628737973,49.642732,-0.0061,0.955899
25.621666,0.7938785365,0.9939153578,0.0628737973,49.642671,-0.0061,0.955899
25.631666,0.7938785365,0.9939153467,0.0628749092,49.64261,-0.0062,0.955898
25.641666,0.7938785365,0.9939153516,0.0628749092,49.642548,-0.0061,0.955898
25.651666,0.7938785365,0.9939153565,0.0628749092,49.642487,-0.0061,0.955898
25.661666,0.7938785365,0.9939153553,0.0628749092,49.642426,-0.0061,0.955898
25.671666,0.7938787337,0.9939153642,0.0628749092,49.642365,-0.0061,0.955898
25.681666,0.7938787337,0.9939153563,0.0628760212,49.642304,-0.0061,0.955897
25.691666,0.7938787337,0.9939153596,0.0628760212,49.642243,-0.006,0.955897
25.701666,0.7938787337,0.9939153628,0.0628760212,49.642183,-0.0061,0.955897
25.711666,0.7938787337,0.993915365,0.0628760212,49.642122,-0.0061,0.955897
25.721666,0.7938787337,0.9939153699,0.0628760212,49.642061,-0.0061,0.955897
25.731666,0.7884647976,0.9938514468,0.0628760212,49.642,-0.0061,0.955897
25.741666,0.7884647976,0.9938514345,0.0628771331,49.641939,-0.0061,0.955896
25.751666,0.7884647976,0.9938514394,0.0628771331,49.641878,-0.006,0.955896
25.761666,0.7884647976,0.9938514427,0.0628771331,49.641818,-0.0061,0.955896
25.771666,0.7884647976,0.993851446,0.0628771331,49.641757,-0.0061,0.955896
25.781666,0.7884649609,0.9938514541,0.0628771331,49.641696,-0.0061,0.955896
25.791666,0.7884649609,0.9938514462,0.062878245,49.641635,-0.006,0.955895
25.801666,0.7884649609,0.9938514467,0.062878245,49.641575,-0.0061,0.955895
25.811666,0.7884649609,0.9938514527,0.062878245,49.641514,-0.006,0.955895
25.821666,0.7884649609,0.9938514577,0.062878245,49.641454,-0.0061,0.955895
25.831666,0.7884651207,0.9938514629,0.062878245,49.641393,-0.0061,0.955895
25.841666,0.7884651207,0.9938514533,0.0628793569,49.641332,-0.006,0.955894
25.851666,0.7884651207,0.9938514566,0.0628793569,49.641272,-0.0061,0.955894
25.861666,0.7884651207,0.9938514616,0.0628793569,49.641211,-0.006,0.955894
25.871666,0.7884651207,0.9938514665,0.0628793569,49.641151,-0.0061,0.955894
25.881666,0.7884651207,0.9938514698,0.0628793569,49.64109,-0.006,0.955894
25.891666,0.7516044042,0.9999232413,0.0628793569,49.64103,-0.006,0.955894
25.901666,0.7516044042,0.9999232412,0.0628804688,49.64097,-0.0061,0.955893
25.911666,0.7516044042,0.9999232412,0.0628804688,49.640909,-0.006,0.955893
25.921666,0.7516044042,0.9999232413,0.0628804688,49.640849,-0.0061,0.955893
25.931666,0.7516044042,0.9999232413,0.0628804688,49.640788,-0.006,0.955893
25.941666,0.7861400504,0.9937521162,0.0628804688,49.640728,-0.006,0.955893
25.951666,0.7861400504,0.9937521065,0.0628815808,49.640668,-0.006,0.955892
25.961666,0.7861400504,0.9937521115,0.0628815808,49.640608,-0.0061,0.955892
25.971666,0.7861400504,0.9937521148,0.0628815808,49.640547,-0.006,0.955892
25.981666,0.7861400504,0.9937521154,0.0628815808,49.640487,-0.006,0.955892
25.991666,0.7861400504,0.9937521205,0.0628815808,49.640427,-0.006,0.955892
26.001666,0.7861402933,0.9937521317,0.0628815808,49.640367,-0.006,0.955892
26.011666,0.7861402933,0.9937521193,0.0628826927,49.640307,-0.006,0.955891
26.021666,0.7861402933,0.9937521226,0.0628826927,49.640247,-0.0061,0.955891
26.031666,0.7861402933,0.9937521232,0.0628826927,49.640186,-0.006,0.955891
26.041666,0.7861402933,0.9937521265,0.0628826927,49.640126,-0.006,0.955891
26.051666,0.7915551865,0.9938169904,0.0628826927,49.640066,-0.006,0.955891
26.061666,0.7915551865,0.993816978,0.0628838046,49.640006,-0.006,0.95589
26.071666,0.7915551865,0.9938169813,0.0628838046,49.639946,-0.006,0.95589
26.081666,0.7915551865,0.9938169847,0.0628838046,49.639886,-0.0059,0.95589
26.091666,0.7915551865,0.9938169852,0.0628838046,49.639827,-0.006,0.95589
26.101666,0.7915551865,0.9938169913,0.0628838046,49.639767,-0.006,0.95589
26.111666,0.7915554619,0.9938169977,0.0628838046,49.639707,-0.006,0.95589
26.121666,0.7915554619,0.9938169881,0.0628849166,49.639647,-0.006,0.955889
26.131666,0.7915554619,0.9938169914,0.0628849166,49.639587,-0.006,0.955889
26.141666,0.7915554619,0.993816992,0.0628849166,49.639527,-0.006,0.955889
26.151666,0.7915554619,0.9938169953,0.0628849166,49.639467,-0.0059,0.955889
26.161666,0.7915557019,0.9938170036,0.0628849166,49.639408,-0.006,0.955889
26.171666,0.7915557019,0.9938169939,0.0628860285,49.639348,-0.006,0.955888
26.181666,0.7915557019,0.9938169972,0.0628860285,49.639288,-0.0059,0.955888
26.191666,0.7915557019,0.9938169978,0.0628860285,49.639229,-0.006,0.955888
26.201666,0.7915557019,0.9938170011,0.0628860285,49.639169,-0.006,0.955888
26.211666,0.7915557019,0.9938170045,0.0628860285,49.639109,-0.0059,0.955888
26.221666,0.7915454622,0.993816886,0.0628860285,49.63905,-0.006,0.955888
26.231666,0.7915454622,0.9938168792,0.0628871404,49.63899,-0.0059,0.955887
26.241666,0.7915454622,0.9938168825,0.0628871404,49.638931,-0.006,0.955887
26.251666,0.7915454622,0.993816883,0.0628871404,49.638871,-0.0059,0.955887
26.261666,0.7915454622,0.9938168864,0.0628871404,49.638812,-0.006,0.955887
26.271666,0.7915457022,0.9938168919,0.0628871404,49.638752,-0.0059,0.955887
26.281666,0.7915457022,0.9938168823,0.0628882524,49.638693,-0.006,0.955886
26.291666,0.7915457022,0.9938168866,0.0628882524,49.638633,-0.0059,0.955886
26.301666,0.7915457022,0.9938168889,0.0628882524,49.638574,-0.0059,0.955886
26.311666,0.7915457022,0.9938168905,0.0628882524,49.638515,-0.006,0.955886
26.321666,0.7915457022,0.9938168928,0.0628882524,49.638455,-0.0059,0.955886
26.331666,0.7835437766,0.9936506415,0.0628882524,49.638396,-0.0059,0.955886
26.341666,0.7835437766,0.9936506333,0.0628893643,49.638337,-0.006,0.955885
26.351666,0.7835437766,0.9936506367,0.0628893643,49.638277,-0.0059,0.955885
26.361666,0.7835437766,0.9936506401,0.0628893643,49.638218,-0.0059,0.955885
26.371666,0.7835437766,0.9936506435,0.0628893643,49.638159,-0.0059,0.955885
26.381666,0.7690948211,0.9935597053,0.0628893643,49.6381,-0.006,0.955885
26.391666,0.7690948211,0.9935596953,0.0628904763,49.63804,-0.0059,0.955884
26.401666,0.7690948211,0.9935596987,0.0628904763,49.637981,-0.0059,0.955884
26.411666,0.7690948211,0.9935597039,0.0628904763,49.637922,-0.0059,0.955884
26.421666,0.7690948211,0.9935597056,0.0628904763,49.637863,-0.0059,0.955884
26.431666,0.7690948211,0.9935597079,0.0628904763,49.637804,-0.0059,0.955884
26.441666,0.7861318608,0.9937520647,0.0628904763,49.637745,-0.0059,0.955884
26.451666,0.7861318608,0.9937520567,0.0628915882,49.637686,-0.0059,0.955883
26.461666,0.7861318608,0.9937520617,0.0628915882,49.637627,-0.0059,0.955883
26.471666,0.7861318608,0.9937520634,0.0628915882,49.637568,-0.0059,0.955883
26.481666,0.7861318608,0.9937520684,0.0628915882,49.637509,-0.0059,0.955883
26.491666,0.7690952575,0.9935597235,0.0628915882,49.63745,-0.0059,0.955883
26.501666,0.7690952575,0.9935597134,0.0628927001,49.637391,-0.0059,0.955882
26.511666,0.7690952575,0.9935597215,0.0628927001,49.637332,-0.0058,0.955882
26.521666,0.7690952575,0.9935597203,0.0628927001,49.637274,-0.0059,0.955882
26.531666,0.7690952575,0.9935597255,0.0628927001,49.637215,-0.0059,0.955882
26.541666,0.7690952575,0.9935597307,0.0628927001,49.637156,-0.0059,0.955882
26.551666,0.7635035668,0.9934892096,0.0628927001,49.637097,-0.0058,0.955882
26.561666,0.7635035668,0.9934892041,0.0628938121,49.637039,-0.0059,0.955881
26.571666,0.7635035668,0.9934892093,0.0628938121,49.63698,-0.0059,0.955881
26.581666,0.7635035668,0.9934892082,0.0628938121,49.636921,-0.0059,0.955881
26.591666,0.7635035668,0.9934892134,0.0628938121,49.636862,-0.0058,0.955881
26.601666,0.7635035668,0.9934892215,0.0628938121,49.636804,-0.0059,0.955881
26.611666,0.7635037583,0.9934892245,0.0628938121,49.636745,-0.0058,0.955881
26.621666,0.7635037583,0.9934892161,0.062894924,49.636687,-0.0059,0.95588
26.631666,0.7635037583,0.9934892214,0.062894924,49.636628,-0.0059,0.95588
26.641666,0.7635037583,0.9934892249,0.062894924,49.636569,-0.0058,0.95588
26.651666,0.7635037583,0.9934892284,0.062894924,49.636511,-0.0059,0.95588
26.661666,0.7516552928,0.9933550875,0.062894924,49.636452,-0.0058,0.95588
26.671666,0.7516552928,0.9933550771,0.062896036,49.636394,-0.0058,0.955879
26.681666,0.7516552928,0.9933550777,0.062896036,49.636336,-0.0059,0.955879
26.691666,0.7516552928,0.993355086,0.062896036,49.636277,-0.0058,0.955879
26.701666,0.7516552928,0.9933550896,0.062896036,49.636219,-0.0059,0.955879
26.711666,0.7516552928,0.9933550902,0.062896036,49.63616,-0.0058,0.955879
26.721666,0.7635040966,0.9934892486,0.062896036,49.636102,-0.0058,0.955879
26.731666,0.7635040966,0.9934892413,0.062897148,49.636044,-0.0059,0.955878
26.741666,0.7635040966,0.9934892419,0.062897148,49.635985,-0.0058,0.955878
26.751666,0.7635040966,0.9934892472,0.062897148,49.635927,-0.0058,0.955878
26.761666,0.7635040966,0.9934892506,0.062897148,49.635869,-0.0058,0.955878
26.771666,0.7516556566,0.9933551062,0.062897148,49.635811,-0.0059,0.955878
26.781666,0.7516556566,0.9933550988,0.0628982599,49.635752,-0.0058,0.955877
26.791666,0.7516556566,0.9933551042,0.0628982599,49.635694,-0.0058,0.955877
26.801666,0.7516556566,0.9933551048,0.0628982599,49.635636,-0.0058,0.955877
26.811666,0.7516556566,0.9933551083,0.0628982599,49.635578,-0.0058,0.955877
26.821666,0.7516556566,0.9933551119,0.0628982599,49.63552,-0.0058,0.955877
26.831666,0.7634941418,0.9934891369,0.0628982599,49.635462,-0.0058,0.955877
26.841666,0.7634941418,0.9934891285,0.0628993719,49.635404,-0.0058,0.955876
26.851666,0.7634941418,0.993489132,0.0628993719,49.635346,-0.0058,0.955876
26.861666,0.7634941418,0.9934891326,0.0628993719,49.635288,-0.0058,0.955876
26.871666,0.7634941418,0.993489139,0.0628993719,49.63523,-0.0058,0.955876
26.881666,0.7634941418,0.9934891424,0.0628993719,49.635172,-0.0058,0.955876
26.891666,0.763494363,0.9934891497,0.0628993719,49.635114,-0.0058,0.955876
26.901666,0.763494363,0.9934891378,0.0629004838,49.635056,-0.0058,0.955875
26.911666,0.763494363,0.993489143,0.0629004838,49.634998,-0.0058,0.955875
26.921666,0.763494363,0.9934891419,0.0629004838,49.63494,-0.0058,0.955875
26.931666,0.763494363,0.99348915,0.0629004838,49.634882,-0.0057,0.955875
26.941666,0.7609349214,0.9933834665,0.0629004838,49.634825,-0.0058,0.955875
26.951666,0.7609349214,0.9933834551,0.0629015958,49.634767,-0.0058,0.955874
26.961666,0.7609349214,0.9933834569,0.0629015958,49.634709,-0.0058,0.955874
26.971666,0.7609349214,0.9933834622,0.0629015958,49.634651,-0.0057,0.955874
26.981666,0.7609349214,0.993383464,0.0629015958,49.634594,-0.0058,0.955874
26.991666,0.7609349214,0.9933834693,0.0629015958,49.634536,-0.0058,0.955874
27.001666,0.7573144269,0.993428369,0.0629015958,49.634478,-0.0057,0.955874
27.011666,0.7573144269,0.9934283577,0.0629027078,49.634421,-0.0058,0.955873
27.021666,0.7573144269,0.9934283612,0.0629027078,49.634363,-0.0058,0.955873
27.031666,0.7573144269,0.9934283618,0.0629027078,49.634305,-0.0057,0.955873
